,lead,phase2,phase3,closed
9437,2016-04-19,,,
9438,2016-04-20,2016-05-03,2016-05-28,2016-06-03
9439,2016-04-21,,,
9440,2016-04-22,2016-06-13,,
9441,2016-04-23,2016-05-11,2016-06-08,
9442,2016-04-24,2016-05-27,2016-05-27,2016-05-27
9443,2016-04-25,2016-06-02,,
9444,2016-04-26,,,
9445,2016-04-27,,,
9446,2016-04-28,,,
9447,2016-04-30,,,
9448,2016-05-02,2016-05-15,2016-06-13,
9449,2016-05-03,2016-05-23,2016-06-08,2016-06-10
9450,2016-05-04,,,
9451,2016-05-05,2016-06-09,2016-06-09,2016-06-09
9452,2016-05-06,,,
9453,2016-05-07,,,
9454,2016-05-08,,,
9455,2016-05-09,,,
9456,2016-05-10,2016-05-28,,
9457,2016-05-11,,,
9458,2016-05-12,,,
9459,2016-05-14,,,
9460,2016-05-15,2016-06-08,,
9461,2016-05-16,,,
9462,2016-05-19,,,
9463,2016-05-21,,,
9464,2016-05-22,,,
9465,2016-05-23,,,
9466,2016-05-24,,,
9467,2016-05-25,2016-05-26,2016-05-26,2016-05-26
9468,2016-05-26,,,
9469,2016-05-27,,,
9470,2016-05-28,,,
9471,2016-05-29,,,
9472,2016-05-30,,,
9473,2016-06-01,,,
9474,2016-06-02,,,
9475,2016-06-03,2016-06-04,,
9476,2016-06-04,,,
9477,2016-06-05,,,
9478,2016-06-06,,,
9479,2016-06-07,,,
9480,2016-06-08,2016-06-09,,
9481,2016-06-09,,,
9482,2016-06-11,,,
9483,2016-06-13,,,
9484,2016-06-14,,,
9485,2016-06-15,,,
9486,2016-01-03,,,
9487,2016-01-04,2016-01-24,2016-02-05,2016-02-20
9488,2016-01-05,2016-02-08,2016-02-29,2016-03-15
9489,2016-01-06,,,
9490,2016-01-07,2016-02-13,2016-02-26,2016-02-27
9491,2016-01-08,2016-03-22,2016-03-22,2016-03-22
9492,2016-01-10,2016-03-09,2016-04-06,2016-04-24
9493,2016-01-11,2016-02-20,2016-03-08,2016-03-16
9494,2016-01-12,,,
9495,2016-01-13,,,
9496,2016-01-14,,,
9497,2016-01-15,2016-01-20,2016-02-05,2016-02-16
9498,2016-01-16,2016-02-10,2016-03-09,2016-03-09
9499,2016-01-17,,,
9500,2016-01-18,,,
9501,2016-01-19,,,
9502,2016-01-21,2016-02-21,2016-02-21,2016-02-21
9503,2016-01-23,2016-02-23,2016-03-26,2016-03-26
9504,2016-01-24,2016-01-28,2016-02-12,2016-02-12
9505,2016-01-28,,,
9506,2016-01-29,2016-03-04,2016-04-16,2016-04-16
9507,2016-01-30,2016-02-18,2016-03-27,2016-04-03
9508,2016-01-31,2016-02-21,2016-03-16,2016-04-08
9509,2016-02-01,2016-02-14,2016-03-04,2016-03-04
9510,2016-02-02,2016-02-12,2016-02-12,2016-02-12
9511,2016-02-03,2016-02-06,2016-03-17,2016-03-17
9512,2016-02-04,2016-03-08,2016-03-26,2016-04-22
9513,2016-02-05,,,
9514,2016-02-07,,,
9515,2016-02-08,2016-03-30,2016-05-05,2016-05-16
9516,2016-02-09,,,
9517,2016-02-10,,,
9518,2016-02-11,2016-03-04,2016-04-02,2016-04-02
9519,2016-02-12,2016-03-07,2016-03-27,2016-03-27
9520,2016-02-13,,,
9521,2016-02-14,2016-03-19,2016-04-25,2016-04-25
9522,2016-02-15,,,
9523,2016-02-16,2016-03-29,2016-05-09,2016-05-27
9524,2016-02-17,2016-03-16,2016-04-25,2016-05-17
9525,2016-02-18,2016-04-09,2016-05-05,2016-05-05
9526,2016-02-19,2016-03-16,2016-04-17,2016-04-17
9527,2016-02-20,2016-03-22,2016-04-07,2016-04-24
9528,2016-02-22,2016-03-28,2016-04-25,2016-05-13
9529,2016-02-24,,,
9530,2016-02-25,,,
9531,2016-02-26,,,
9532,2016-03-01,2016-04-27,2016-04-27,2016-04-27
9533,2016-03-02,2016-04-18,2016-05-06,2016-05-06
9534,2016-03-03,2016-05-11,2016-06-08,2016-06-08
9535,2016-03-04,2016-04-07,2016-05-15,2016-05-30
9536,2016-03-05,2016-04-14,2016-05-13,2016-05-13
9537,2016-03-08,2016-04-28,2016-05-08,2016-05-21
9538,2016-03-09,2016-04-21,2016-05-09,2016-05-09
9539,2016-03-10,,,
9540,2016-03-11,2016-03-23,2016-04-10,2016-04-10
9541,2016-03-12,2016-04-10,2016-05-16,2016-05-16
9542,2016-03-13,,,
9543,2016-03-14,2016-04-10,2016-05-08,2016-05-21
9544,2016-03-15,2016-04-04,2016-04-04,2016-04-04
9545,2016-03-16,2016-04-16,2016-05-21,2016-05-21
9546,2016-03-18,2016-04-29,2016-04-29,2016-04-29
9547,2016-03-19,2016-04-30,2016-06-03,
9548,2016-03-20,2016-04-05,2016-04-15,2016-04-15
9549,2016-03-21,,,
9550,2016-03-23,,,
9551,2016-03-25,,,
9552,2016-03-26,,,
9553,2016-03-27,2016-04-28,2016-05-24,2016-05-24
9554,2016-03-28,,,
9555,2016-03-29,2016-06-09,,
9556,2016-03-30,,,
9557,2016-03-31,2016-05-19,2016-06-10,2016-06-10
9558,2016-04-01,,,
9559,2016-04-02,2016-04-03,2016-04-14,2016-04-14
9560,2016-04-03,2016-05-22,,
9561,2016-04-05,2016-04-08,2016-04-25,2016-04-25
9562,2016-04-06,2016-04-25,2016-06-05,2016-06-05
9563,2016-04-09,2016-05-20,2016-05-20,2016-05-20
9564,2016-04-10,2016-04-30,2016-06-03,2016-06-03
9565,2016-04-11,2016-06-05,,
9566,2016-04-12,,,
9567,2016-04-13,,,
9568,2016-04-15,2016-05-21,,
9569,2016-04-16,,,
9570,2016-04-17,,,
9571,2016-04-18,,,
9572,2016-04-19,2016-06-14,,
9573,2016-04-20,,,
9574,2016-04-21,,,
9575,2016-04-23,2016-05-15,2016-05-30,2016-05-30
9576,2016-04-24,2016-05-21,2016-06-02,2016-06-02
9577,2016-04-25,,,
9578,2016-04-26,2016-05-22,,
9579,2016-04-27,,,
9580,2016-04-29,2016-05-28,,
9581,2016-04-30,2016-06-08,,
9582,2016-05-01,,,
9583,2016-05-02,2016-05-24,,
9584,2016-05-03,2016-06-08,,
9585,2016-05-05,2016-05-22,,
9586,2016-05-07,,,
9587,2016-05-08,2016-06-05,,
9588,2016-05-09,2016-06-13,,
9589,2016-05-10,,,
9590,2016-05-11,2016-05-23,,
9591,2016-05-12,2016-06-05,,
9592,2016-05-13,,,
9593,2016-05-16,2016-05-23,2016-06-10,2016-06-10
9594,2016-05-17,2016-06-15,,
9595,2016-05-18,2016-06-15,2016-06-15,2016-06-15
9596,2016-05-20,,,
9597,2016-05-21,,,
9598,2016-05-22,,,
9599,2016-05-24,2016-06-01,,
9600,2016-05-25,,,
9601,2016-05-26,,,
9602,2016-05-28,,,
9603,2016-05-29,,,
9604,2016-05-30,,,
9605,2016-05-31,,,
9606,2016-06-02,2016-06-03,,
9607,2016-06-03,,,
9608,2016-06-04,,,
9609,2016-06-05,,,
9610,2016-06-06,,,
9611,2016-06-08,,,
9612,2016-06-09,2016-06-13,,
9613,2016-06-10,,,
9614,2016-06-11,,,
9615,2016-06-12,,,
9616,2016-06-13,,,
9617,2016-06-14,,,
9618,2016-06-15,,,
9619,2016-01-04,,,
9620,2016-01-08,2016-02-13,2016-03-10,2016-03-10
9621,2016-01-09,2016-01-24,2016-02-13,2016-02-13
9622,2016-01-10,,,
9623,2016-01-11,2016-02-17,2016-03-14,2016-03-14
9624,2016-01-12,2016-02-04,2016-02-07,2016-02-07
9625,2016-01-13,,,
9626,2016-01-15,,,
9627,2016-01-16,2016-03-17,2016-04-03,2016-04-07
9628,2016-01-19,2016-03-11,2016-03-27,2016-03-27
9629,2016-01-20,,,
9630,2016-01-21,2016-03-01,2016-03-16,2016-03-16
9631,2016-01-22,,,
9632,2016-01-23,,,
9633,2016-01-24,2016-02-23,2016-02-23,2016-02-23
9634,2016-01-26,2016-04-01,2016-04-19,2016-04-19
9635,2016-01-28,2016-02-20,2016-03-18,2016-03-18
9636,2016-01-29,,,
9637,2016-01-30,,,
9638,2016-02-02,2016-03-09,2016-03-31,2016-04-26
9639,2016-02-04,,,
9640,2016-02-05,2016-02-20,2016-03-18,2016-03-18
9641,2016-02-06,2016-03-14,2016-04-06,2016-04-06
9642,2016-02-07,2016-03-01,2016-04-05,2016-04-05
9643,2016-02-08,2016-04-10,2016-05-04,2016-05-04
9644,2016-02-09,,,
9645,2016-02-10,2016-03-10,2016-04-12,2016-04-12
9646,2016-02-11,2016-03-15,2016-04-03,2016-05-01
9647,2016-02-12,,,
9648,2016-02-14,2016-03-21,2016-04-19,2016-04-20
9649,2016-02-15,,,
9650,2016-02-16,,,
9651,2016-02-17,2016-03-15,2016-03-26,2016-03-26
9652,2016-02-18,2016-03-29,2016-04-19,2016-04-30
9653,2016-02-19,,,
9654,2016-02-20,2016-03-05,2016-03-16,2016-03-31
9655,2016-02-21,2016-04-02,2016-04-02,2016-04-02
9656,2016-02-22,,,
9657,2016-02-23,,,
9658,2016-02-24,2016-04-28,2016-04-29,2016-04-29
9659,2016-02-25,,,
9660,2016-02-26,2016-04-15,2016-05-12,2016-05-23
9661,2016-02-27,,,
9662,2016-02-28,2016-03-30,2016-04-26,2016-05-04
9663,2016-02-29,2016-03-28,2016-03-28,2016-03-28
9664,2016-03-05,2016-04-10,2016-04-30,2016-04-30
9665,2016-03-06,2016-04-21,2016-05-21,2016-05-24
9666,2016-03-09,,,
9667,2016-03-10,2016-03-19,2016-04-09,2016-04-21
9668,2016-03-11,2016-03-27,2016-04-24,2016-04-24
9669,2016-03-12,2016-03-25,2016-04-12,2016-04-13
9670,2016-03-13,,,
9671,2016-03-14,,,
9672,2016-03-16,,,
9673,2016-03-17,,,
9674,2016-03-18,2016-03-29,2016-03-29,2016-03-29
9675,2016-03-21,2016-04-23,2016-04-23,2016-04-23
9676,2016-03-22,2016-05-02,2016-05-22,
9677,2016-03-23,,,
9678,2016-03-24,,,
9679,2016-03-25,,,
9680,2016-03-28,2016-05-15,,
9681,2016-03-29,,,
9682,2016-03-30,2016-04-06,2016-04-25,2016-04-29
9683,2016-03-31,2016-04-01,2016-04-24,2016-05-13
9684,2016-04-01,,,
9685,2016-04-02,2016-05-19,2016-05-19,2016-05-19
9686,2016-04-03,2016-05-08,2016-05-11,2016-05-11
9687,2016-04-04,2016-05-05,2016-05-05,2016-05-05
9688,2016-04-05,2016-05-20,,
9689,2016-04-06,2016-05-05,2016-06-12,2016-06-12
9690,2016-04-08,2016-06-12,,
9691,2016-04-09,2016-05-03,2016-05-26,2016-05-26
9692,2016-04-10,,,
9693,2016-04-13,2016-04-20,2016-05-11,2016-05-31
9694,2016-04-14,2016-04-16,2016-05-27,2016-05-27
9695,2016-04-15,,,
9696,2016-04-16,2016-06-01,,
9697,2016-04-17,,,
9698,2016-04-18,2016-05-26,,
9699,2016-04-19,,,
9700,2016-04-20,,,
9701,2016-04-21,2016-05-08,2016-06-07,2016-06-13
9702,2016-04-22,2016-05-27,,
9703,2016-04-23,2016-05-04,2016-06-09,2016-06-09
9704,2016-04-24,2016-05-20,2016-06-12,
9705,2016-04-25,2016-06-14,2016-06-14,2016-06-14
9706,2016-04-26,,,
9707,2016-04-27,2016-05-14,,
9708,2016-04-28,,,
9709,2016-04-29,2016-05-22,,
9710,2016-04-30,2016-05-29,,
9711,2016-05-02,2016-06-09,,
9712,2016-05-03,2016-05-04,2016-05-23,2016-05-29
9713,2016-05-04,2016-05-27,,
9714,2016-05-05,,,
9715,2016-05-06,,,
9716,2016-05-07,,,
9717,2016-05-10,2016-06-12,2016-06-12,2016-06-12
9718,2016-05-12,,,
9719,2016-05-13,,,
9720,2016-05-14,,,
9721,2016-05-15,,,
9722,2016-05-16,2016-06-11,,
9723,2016-05-17,,,
9724,2016-05-18,2016-06-04,,
9725,2016-05-19,,,
9726,2016-05-20,,,
9727,2016-05-21,2016-06-10,,
9728,2016-05-22,,,
9729,2016-05-23,,,
9730,2016-05-24,,,
9731,2016-05-25,2016-06-14,,
9732,2016-05-26,,,
9733,2016-05-27,,,
9734,2016-05-28,,,
9735,2016-05-29,,,
9736,2016-05-30,,,
9737,2016-05-31,,,
9738,2016-06-01,,,
9739,2016-06-03,,,
9740,2016-06-06,,,
9741,2016-06-07,,,
9742,2016-06-08,,,
9743,2016-06-09,,,
9744,2016-06-10,,,
9745,2016-06-11,,,
9746,2016-06-12,,,
9747,2016-06-13,,,
9748,2016-06-14,,,
9749,2016-06-15,,,
9750,2016-01-03,,,
9751,2016-01-04,,,
9752,2016-01-06,2016-02-14,2016-03-29,2016-03-29
9753,2016-01-07,,,
9754,2016-01-08,2016-02-21,2016-02-21,2016-02-21
9755,2016-01-09,2016-02-16,2016-03-03,2016-03-03
9756,2016-01-10,2016-01-13,2016-01-13,2016-01-13
9757,2016-01-11,,,
9758,2016-01-12,2016-02-16,2016-03-05,2016-03-05
9759,2016-01-13,2016-02-17,2016-02-17,2016-02-17
9760,2016-01-14,2016-01-26,2016-03-08,2016-03-25
9761,2016-01-16,2016-03-24,2016-04-06,2016-04-16
9762,2016-01-17,2016-01-19,2016-02-09,2016-03-13
9763,2016-01-18,,,
9764,2016-01-19,,,
9765,2016-01-20,2016-03-13,2016-04-14,2016-04-28
9766,2016-01-24,2016-02-25,2016-03-18,2016-03-18
9767,2016-01-25,2016-02-24,2016-04-03,2016-04-03
9768,2016-01-26,2016-03-21,2016-03-21,2016-03-21
9769,2016-01-27,,,
9770,2016-01-28,2016-03-28,2016-05-05,2016-05-25
9771,2016-01-29,2016-03-21,2016-03-21,2016-03-21
9772,2016-01-30,2016-02-24,2016-04-03,2016-04-03
9773,2016-01-31,2016-02-24,2016-03-25,2016-03-25
9774,2016-02-01,,,
9775,2016-02-03,,,
9776,2016-02-04,,,
9777,2016-02-05,2016-03-24,2016-04-29,2016-04-29
9778,2016-02-06,,,
9779,2016-02-07,2016-03-07,2016-04-10,2016-04-10
9780,2016-02-08,,,
9781,2016-02-09,2016-03-04,2016-03-20,2016-04-09
9782,2016-02-10,2016-03-10,2016-03-25,2016-04-06
9783,2016-02-11,2016-03-15,2016-04-03,2016-04-03
9784,2016-02-12,2016-02-24,2016-03-25,2016-03-25
9785,2016-02-13,2016-03-06,2016-03-26,2016-04-01
9786,2016-02-15,,,
9787,2016-02-17,,,
9788,2016-02-18,2016-02-27,2016-03-29,2016-03-29
9789,2016-02-19,,,
9790,2016-02-20,,,
9791,2016-02-21,2016-03-25,2016-05-05,2016-05-05
9792,2016-02-22,,,
9793,2016-02-24,2016-04-03,2016-04-28,2016-04-28
9794,2016-02-27,2016-03-23,2016-04-08,2016-04-28
9795,2016-02-28,,,
9796,2016-03-02,,,
9797,2016-03-03,,,
9798,2016-03-04,2016-04-17,2016-05-10,2016-05-21
9799,2016-03-05,2016-03-23,2016-04-18,2016-04-25
9800,2016-03-06,2016-04-10,2016-05-06,2016-05-06
9801,2016-03-07,,,
9802,2016-03-09,2016-04-17,2016-05-18,2016-05-18
9803,2016-03-10,2016-03-11,2016-03-11,2016-03-11
9804,2016-03-11,2016-04-11,2016-05-02,2016-05-02
9805,2016-03-12,2016-04-05,2016-04-20,2016-04-30
9806,2016-03-14,,,
9807,2016-03-16,2016-04-27,2016-05-17,2016-06-01
9808,2016-03-18,,,
9809,2016-03-19,,,
9810,2016-03-20,2016-05-21,,
9811,2016-03-21,2016-03-28,2016-04-12,2016-04-17
9812,2016-03-22,2016-05-03,2016-06-08,2016-06-08
9813,2016-03-23,2016-05-06,2016-06-15,
9814,2016-03-24,,,
9815,2016-03-26,2016-06-01,,
9816,2016-03-27,2016-04-25,2016-05-20,2016-05-20
9817,2016-03-28,2016-05-09,2016-06-13,
9818,2016-03-29,2016-04-28,2016-05-17,2016-05-17
9819,2016-03-30,,,
9820,2016-03-31,2016-05-12,2016-05-12,2016-05-12
9821,2016-04-01,2016-04-28,2016-05-24,2016-06-11
9822,2016-04-02,,,
9823,2016-04-05,,,
9824,2016-04-06,2016-04-25,2016-05-22,2016-06-05
9825,2016-04-07,2016-05-22,2016-05-22,2016-05-22
9826,2016-04-10,,,
9827,2016-04-11,2016-05-14,,
9828,2016-04-12,,,
9829,2016-04-13,2016-05-01,2016-05-01,2016-05-01
9830,2016-04-14,,,
9831,2016-04-15,2016-04-28,2016-05-14,2016-05-14
9832,2016-04-16,2016-05-01,2016-05-16,2016-05-16
9833,2016-04-17,,,
9834,2016-04-19,2016-05-10,2016-05-29,2016-05-29
9835,2016-04-20,2016-06-05,,
9836,2016-04-21,,,
9837,2016-04-22,2016-05-15,2016-06-13,2016-06-13
9838,2016-04-23,2016-05-04,2016-05-29,2016-05-29
9839,2016-04-24,2016-05-29,,
9840,2016-04-25,2016-05-11,2016-05-11,2016-05-11
9841,2016-04-27,2016-05-31,,
9842,2016-04-29,2016-05-26,2016-06-15,2016-06-15
9843,2016-04-30,2016-06-10,,
9844,2016-05-01,2016-06-14,,
9845,2016-05-02,,,
9846,2016-05-03,,,
9847,2016-05-05,,,
9848,2016-05-06,2016-05-21,2016-05-21,2016-05-21
9849,2016-05-07,,,
9850,2016-05-08,,,
9851,2016-05-09,2016-06-01,,
9852,2016-05-10,2016-05-22,2016-06-15,2016-06-15
9853,2016-05-11,,,
9854,2016-05-13,,,
9855,2016-05-14,2016-06-05,,
9856,2016-05-15,,,
9857,2016-05-17,,,
9858,2016-05-18,,,
9859,2016-05-19,2016-06-04,,
9860,2016-05-20,,,
9861,2016-05-21,2016-06-09,,
9862,2016-05-22,,,
9863,2016-05-23,,,
9864,2016-05-24,,,
9865,2016-05-25,,,
9866,2016-05-26,,,
9867,2016-05-27,,,
9868,2016-05-28,,,
9869,2016-05-29,2016-06-09,,
9870,2016-05-30,,,
9871,2016-05-31,,,
9872,2016-06-01,2016-06-15,,
9873,2016-06-02,,,
9874,2016-06-03,,,
9875,2016-06-04,,,
9876,2016-06-05,2016-06-06,,
9877,2016-06-06,,,
9878,2016-06-07,,,
9879,2016-06-08,,,
9880,2016-06-09,2016-06-12,,
9881,2016-06-10,,,
9882,2016-06-11,,,
9883,2016-06-12,,,
9884,2016-06-14,,,
9885,2016-06-15,,,
9886,2016-01-03,2016-02-07,2016-03-06,2016-03-06
9887,2016-01-04,2016-02-14,2016-02-23,2016-02-23
9888,2016-01-06,2016-02-13,2016-02-26,2016-02-26
9889,2016-01-08,2016-02-29,2016-03-19,2016-03-19
9890,2016-01-09,,,
9891,2016-01-11,,,
9892,2016-01-12,,,
9893,2016-01-13,2016-03-17,2016-04-06,2016-04-22
9894,2016-01-15,,,
9895,2016-01-17,2016-02-25,2016-02-25,2016-02-25
9896,2016-01-18,2016-02-27,2016-04-05,2016-04-05
9897,2016-01-19,,,
9898,2016-01-20,2016-02-11,2016-02-11,2016-02-11
9899,2016-01-21,2016-01-29,2016-01-29,2016-01-29
9900,2016-01-22,,,
9901,2016-01-25,2016-02-25,2016-02-25,2016-02-25
9902,2016-01-26,2016-02-25,2016-03-23,2016-03-23
9903,2016-01-27,,,
9904,2016-01-28,2016-01-30,2016-02-22,2016-03-15
9905,2016-01-30,2016-03-21,2016-04-09,2016-04-10
9906,2016-01-31,2016-03-04,2016-03-04,2016-03-04
9907,2016-02-01,2016-02-22,2016-03-21,2016-03-21
9908,2016-02-02,2016-03-07,2016-04-25,2016-05-07
9909,2016-02-04,2016-02-22,2016-04-05,2016-04-19
9910,2016-02-05,,,
9911,2016-02-06,2016-03-17,2016-04-14,2016-04-14
9912,2016-02-07,2016-02-25,2016-04-04,2016-04-17
9913,2016-02-08,,,
9914,2016-02-10,2016-03-10,2016-03-24,2016-03-24
9915,2016-02-11,2016-03-03,2016-03-03,2016-03-03
9916,2016-02-12,,,
9917,2016-02-13,2016-03-10,2016-04-15,2016-04-15
9918,2016-02-17,,,
9919,2016-02-18,2016-03-04,2016-04-29,2016-04-29
9920,2016-02-19,2016-03-20,2016-04-22,2016-05-04
9921,2016-02-20,2016-04-11,2016-05-16,2016-06-02
9922,2016-02-21,2016-03-28,2016-04-26,2016-05-05
9923,2016-02-22,,,
9924,2016-02-23,2016-03-05,2016-04-11,2016-04-20
9925,2016-02-25,,,
9926,2016-02-27,,,
9927,2016-02-28,,,
9928,2016-03-02,2016-03-28,2016-04-21,2016-04-21
9929,2016-03-03,2016-04-12,2016-05-06,2016-05-06
9930,2016-03-04,2016-03-31,2016-05-14,2016-05-14
9931,2016-03-05,,,
9932,2016-03-06,2016-04-14,2016-05-16,2016-05-28
9933,2016-03-07,2016-04-12,2016-04-12,2016-04-12
9934,2016-03-08,2016-04-17,2016-05-07,2016-05-07
9935,2016-03-09,2016-04-07,2016-05-03,2016-05-03
9936,2016-03-10,2016-04-06,2016-05-14,2016-05-30
9937,2016-03-11,,,
9938,2016-03-13,2016-04-10,2016-04-10,2016-04-10
9939,2016-03-14,2016-04-23,2016-05-24,2016-05-24
9940,2016-03-15,2016-05-10,2016-05-10,2016-05-10
9941,2016-03-16,2016-04-07,2016-04-26,2016-04-26
9942,2016-03-19,2016-04-17,2016-04-17,2016-04-17
9943,2016-03-20,2016-04-14,2016-05-04,2016-05-04
9944,2016-03-22,2016-04-21,2016-05-11,2016-05-11
9945,2016-03-23,2016-04-11,2016-04-11,2016-04-11
9946,2016-03-25,2016-05-06,2016-06-06,2016-06-06
9947,2016-03-26,,,
9948,2016-03-27,,,
9949,2016-03-30,2016-04-22,2016-04-26,2016-04-26
9950,2016-03-31,2016-05-08,2016-06-04,
9951,2016-04-01,,,
9952,2016-04-03,2016-05-29,,
9953,2016-04-04,2016-06-07,,
9954,2016-04-05,,,
9955,2016-04-06,2016-04-16,2016-05-10,2016-05-10
9956,2016-04-07,2016-05-17,2016-06-04,2016-06-04
9957,2016-04-08,2016-05-10,2016-05-31,2016-05-31
9958,2016-04-09,2016-04-10,2016-04-10,2016-04-10
9959,2016-04-10,,,
9960,2016-04-11,2016-05-14,2016-05-29,2016-06-08
9961,2016-04-12,2016-06-04,,
9962,2016-04-14,2016-05-13,2016-06-11,2016-06-11
9963,2016-04-15,2016-06-10,,
9964,2016-04-16,2016-06-14,2016-06-14,2016-06-14
9965,2016-04-17,,,
9966,2016-04-18,2016-05-31,,
9967,2016-04-19,2016-06-06,,
9968,2016-04-20,2016-05-10,2016-06-07,2016-06-07
9969,2016-04-22,2016-05-23,2016-06-15,2016-06-15
9970,2016-04-23,,,
9971,2016-04-24,2016-05-01,2016-05-25,2016-06-05
9972,2016-04-25,2016-05-30,2016-06-15,2016-06-15
9973,2016-04-26,2016-06-03,2016-06-08,2016-06-08
9974,2016-04-27,,,
9975,2016-04-30,,,
9976,2016-05-01,2016-05-21,,
9977,2016-05-02,2016-06-04,,
9978,2016-05-03,2016-06-15,2016-06-15,2016-06-15
9979,2016-05-05,,,
9980,2016-05-06,2016-06-13,,
9981,2016-05-08,,,
9982,2016-05-10,,,
9983,2016-05-11,,,
9984,2016-05-12,2016-06-10,,
9985,2016-05-15,2016-05-16,,
9986,2016-05-16,2016-06-01,,
9987,2016-05-17,,,
9988,2016-05-18,2016-06-14,,
9989,2016-05-19,,,
9990,2016-05-20,,,
9991,2016-05-21,,,
9992,2016-05-23,,,
9993,2016-05-24,,,
9994,2016-05-25,,,
9995,2016-05-26,2016-06-08,,
9996,2016-05-29,,,
9997,2016-05-31,2016-06-09,,
9998,2016-06-01,,,
9999,2016-06-02,,,
10000,2016-06-03,,,
10001,2016-06-05,,,
10002,2016-06-06,,,
10003,2016-06-07,,,
10004,2016-06-08,,,
10005,2016-06-09,,,
10006,2016-06-10,,,
10007,2016-06-12,,,
10008,2016-06-13,,,
10009,2016-06-14,,,
10010,2016-06-15,,,
10011,2016-01-03,2016-02-13,2016-02-28,2016-02-28
10012,2016-01-06,2016-02-06,2016-02-06,2016-02-06
10013,2016-01-07,2016-03-03,2016-04-13,2016-04-13
10014,2016-01-08,,,
10015,2016-01-09,2016-03-07,2016-04-28,2016-04-28
10016,2016-01-10,2016-02-15,2016-02-19,2016-02-19
10017,2016-01-11,2016-02-17,2016-03-04,2016-03-04
10018,2016-01-13,2016-02-20,2016-03-02,2016-03-11
10019,2016-01-14,,,
10020,2016-01-15,2016-02-01,2016-02-14,2016-03-03
10021,2016-01-16,,,
10022,2016-01-17,,,
10023,2016-01-18,2016-03-18,2016-04-29,2016-04-29
10024,2016-01-19,,,
10025,2016-01-20,,,
10026,2016-01-21,,,
10027,2016-01-22,,,
10028,2016-01-25,,,
10029,2016-01-26,,,
10030,2016-01-27,,,
10031,2016-01-28,,,
10032,2016-01-29,2016-02-09,2016-03-09,2016-03-09
10033,2016-01-30,2016-02-24,2016-03-18,2016-03-18
10034,2016-02-01,2016-02-29,2016-03-28,2016-04-22
10035,2016-02-02,2016-03-02,2016-03-23,2016-03-23
10036,2016-02-04,2016-03-04,2016-03-21,2016-03-21
10037,2016-02-05,2016-03-01,2016-04-07,2016-04-13
10038,2016-02-09,2016-03-04,2016-04-02,2016-04-02
10039,2016-02-10,2016-03-01,2016-04-15,2016-04-15
10040,2016-02-11,,,
10041,2016-02-12,2016-03-23,2016-04-24,2016-05-09
10042,2016-02-13,2016-03-11,2016-03-26,2016-04-17
10043,2016-02-15,2016-03-20,2016-04-15,2016-04-23
10044,2016-02-16,,,
10045,2016-02-17,2016-03-01,2016-03-01,2016-03-01
10046,2016-02-18,2016-03-11,2016-04-11,2016-04-11
10047,2016-02-19,2016-02-20,2016-03-18,2016-04-10
10048,2016-02-20,2016-03-07,2016-04-07,2016-04-07
10049,2016-02-21,2016-04-01,2016-04-30,2016-04-30
10050,2016-02-22,,,
10051,2016-02-23,2016-04-07,2016-04-30,2016-04-30
10052,2016-02-24,2016-03-16,2016-04-21,2016-05-06
10053,2016-02-25,2016-04-15,2016-05-08,2016-05-08
10054,2016-02-26,,,
10055,2016-02-27,,,
10056,2016-02-28,,,
10057,2016-02-29,,,
10058,2016-03-02,2016-03-30,2016-05-07,2016-05-07
10059,2016-03-03,2016-03-13,2016-04-20,2016-04-20
10060,2016-03-04,,,
10061,2016-03-05,,,
10062,2016-03-06,,,
10063,2016-03-07,2016-04-03,2016-04-22,2016-04-22
10064,2016-03-08,2016-04-08,2016-04-28,2016-05-14
10065,2016-03-09,2016-03-31,2016-04-28,2016-04-28
10066,2016-03-10,,,
10067,2016-03-11,,,
10068,2016-03-12,,,
10069,2016-03-13,2016-04-27,2016-05-29,2016-05-29
10070,2016-03-14,,,
10071,2016-03-15,2016-05-03,2016-05-27,2016-05-27
10072,2016-03-17,2016-04-23,2016-05-30,2016-06-07
10073,2016-03-19,,,
10074,2016-03-20,,,
10075,2016-03-21,2016-05-05,2016-05-28,2016-05-28
10076,2016-03-22,2016-05-02,2016-05-28,2016-06-15
10077,2016-03-23,2016-04-24,2016-05-31,
10078,2016-03-24,,,
10079,2016-03-26,2016-05-15,2016-06-02,2016-06-09
10080,2016-03-27,2016-04-14,2016-04-25,2016-04-25
10081,2016-03-28,,,
10082,2016-03-29,2016-05-02,2016-05-22,2016-05-22
10083,2016-03-30,,,
10084,2016-03-31,2016-05-17,2016-05-30,
10085,2016-04-01,2016-04-27,2016-04-27,2016-04-27
10086,2016-04-02,,,
10087,2016-04-03,2016-06-04,,
10088,2016-04-04,2016-04-10,2016-04-30,2016-04-30
10089,2016-04-05,,,
10090,2016-04-06,2016-04-29,2016-05-22,2016-06-09
10091,2016-04-07,2016-04-23,2016-05-18,2016-05-18
10092,2016-04-08,2016-05-01,2016-06-07,2016-06-07
10093,2016-04-09,2016-05-24,,
10094,2016-04-10,,,
10095,2016-04-11,,,
10096,2016-04-12,2016-06-10,,
10097,2016-04-13,,,
10098,2016-04-14,,,
10099,2016-04-15,2016-05-15,,
10100,2016-04-16,2016-06-03,2016-06-03,2016-06-03
10101,2016-04-18,2016-05-14,2016-06-07,2016-06-07
